customer_id;as_of_date;region_name;age;age_band;marital_status;customer_tenure_months;multi_policy_flag;num_policies;policy_type;renewal_month;current_premium;premium_last_year;premium_change_pct;num_price_increases_last_3y;coverage_amount;premium_to_coverage_ratio;payment_frequency;autopay_enabled;late_payment_count_12m;missed_payment_flag;payment_method_change_flag;num_claims_12m;num_approved_claims_12m;num_rejected_claims_12m;num_pending_claims_12m;avg_claim_amount;total_claim_amount_12m;total_payout_amount_12m;payout_ratio_12m;avg_settlement_time_days;days_since_last_claim;num_contacts_12m;complaint_flag;complaint_resolution_days;quote_requested_flag;coverage_downgrade_flag;churn_flag;churn_type;churn_probability_true;gender;year_of_birth;job;pep_flag;sensitive_flag;policy_number;product_name;product_group;pol_issue_date;pol_expiry_date;pol_termination_date;pol_term_months;final_api;policy_payment_method;policy_status;final_status;churned_segment;index_linking;index_linking_pct;total_withdrawal_amount;premiums_count;total_due_amount;total_paid_amount;paid_count;payment_inconsistency;sum_due_days
28784;2025-12-31;Beni Suef;46;45-54;Single;75;1;4;Health;11;1377.6;1384.97;0.0014;1;92100.04;0.01495766;Annual;1;0;0;0;0;0;0;0;2589.71;0;0;0.8;21;1405;2;0;0;0;1;0;No churn;0.025184;Male;1979;Diplomat;0;0;100028784;Elite;Single Premium;2019-09-30;2024-09-30;;60;1377.6;Direct Debit;In Force;Not Churned;Not Churned;Linked;10;0;7;9643;9643;7;0;0
28786;2025-12-31;Alexandria;48;45-54;Single;101;0;1;Home;5;666.98;675.14;	-0.0239;2;399324.8;0.00167026;Monthly;1;0;0;0;0;0;0;0;7735.77;0;0;0.75;22;1370;2;0;0;0;0;0;No churn;0.136618;Female;1977;Secretary;0;0;100028786;Wedding Star;Wedding;2017-07-31;2037-07-31;;240;666.98;ACH;In Force;Not Churned;Not Churned;None;;0;101;5614;5614;101;0;0
28787;2025-12-31;Aswan;58;55-64;Single;52;1;3;Health;10;1438.96;1428.09;0.0249;1;171325.17;0.00839899;Monthly;1;0;0;0;1;1;0;0;3037.29;3037.29;2429.83;0.8;16;305;0;0;0;0;0;0;No churn;0.044213;Male;1967;Diplomat;0;0;100028787;Wedding Star;Wedding;2021-08-31;2031-08-31;;120;1438.96;Direct Debit;In Force;Not Churned;Not Churned;None;;0;52;6235;6235;52;0;0
28791;2025-12-31;Qalyubia;83;75+;Married;30;0;1;Home;3;742.94;672.59;0.109;2;384559.3;0.00193194;Annual;0;0;0;0;0;0;0;0;8081.19;0;0;0.75;17;1819;1;0;0;1;0;0;No churn;0.470324;Female;1942;Pilot;0;0;100028791;Star2 Wedding;Wedding;2023-06-30;2038-06-30;;180;742.94;Account Transfer;In Force;Not Churned;Not Churned;Linked;5;0;3;2229;2229;3;0;0
28792;2025-12-31;Aswan;32;25-34;Single;36;0;1;Auto;4;1165.06;1075.92;0.1209;2;27415.36;0.04249666;Monthly;1;1;0;0;0;0;0;0;1667.54;0;0;0.75;22;525;1;0;0;1;0;0;No churn;0.589154;Male;1993;Religion and Clergy;0;0;100028792;Star2 Wedding;Wedding;2022-12-31;2032-12-31;;120;1165.06;ACH;In Force;Not Churned;Not Churned;Linked;5;1021;36;3495;3495;36;1;40
28794;2025-12-31;Assiut;62;55-64;Single;80;0;1;Auto;8;1006.43;935.13;0.0569;2;11476.97;0.08769132;Monthly;0;2;0;0;0;0;0;0;4596.72;0;0;0.75;5;1434;3;0;0;0;0;0;No churn;0.454356;Female;1963;Administrator;0;0;100028794;Protection & Savings - Retirement;Retirement;2019-04-30;2039-04-30;;240;1006.43;Premium Notice;Mature;Not Churned;Not Churned;None;;0;80;6710;6710;80;2;22
28796;2025-12-31;Assiut;26;25-34;Married;87;0;1;Home;3;953.86;846.48;0.1325;3;526532.36;0.00181159;Monthly;0;0;0;0;1;1;0;0;9470.31;9470.31;7102.73;0.75;14;363;0;0;0;1;0;0;No churn;0.514093;Male;1999;Engineer-Mechanical/Safety;0;0;100028796;Star2 Wedding;Wedding;2018-09-30;2023-09-30;;60;953.86;Premium Notice;In Force;Not Churned;Not Churned;None;;578;87;6915;6915;87;0;0
28798;2025-12-31;Minya;31;25-34;Single;128;0;1;Home;5;685.77;658.93;0.0392;3;364612.48;0.00188082;Monthly;1;0;0;0;0;0;0;0;6085.34;0;0;0.75;33;606;1;0;0;0;0;0;No churn;0.226881;Female;1994;Contractor;0;0;100028798;Dreams_2008;Dreams;2015-04-30;2035-04-30;;240;685.77;Direct Debit;In Force;Not Churned;Not Churned;None;;0;128;7315;7315;128;0;0
28799;2025-12-31;North Sinai;45;45-54;Married;99;1;3;Auto;5;891.78;947.89;	-0.0293;2;32287.96;0.02761963;Monthly;1;1;0;0;1;1;0;0;2075.31;2075.31;1556.48;0.75;31;355;3;0;0;0;0;0;No churn;0.052915;Female;1980;Lawyer;0;0;100028799;Protection & Savings - Graduation;Graduation;2017-09-30;2032-09-30;;180;891.78;Credit Card;In Force;Not Churned;Not Churned;Linked;10;0;99;7357;7357;99;1;30
28802;2025-12-31;Kafr El Sheikh;26;25-34;Married;51;1;3;Travel;6;245.49;243.68;0.0114;2;13924.07;0.01763073;Monthly;1;1;0;0;0;0;0;0;3780.94;0;0;0.75;25;845;2;0;0;0;0;0;No churn;0.082183;Female;1999;Religion and Clergy;0;0;100028802;Elite ELI;Single Premium;2021-09-30;2041-09-30;;240;245.49;ACH;In Force;Not Churned;Not Churned;None;;725;51;1043;1043;51;1;40
28803;2025-12-31;Aswan;63;55-64;Single;98;0;1;Home;5;661.12;567.33;0.1509;2;462334.03;0.00142997;Annual;1;0;0;0;0;0;0;0;12071.98;0;0;0.75;14;1792;3;0;0;1;1;0;No churn;0.433397;Female;1962;Lawyer;0;0;100028803;Star2 Graduation;Graduation;2017-10-31;2032-10-31;;180;661.12;Credit Card;In Force;Not Churned;Not Churned;None;;0;9;5950;5950;9;0;0
28805;2025-12-31;Suez;74;65-74;Single;42;1;3;Auto;3;828.74;816.8;0.009;3;31193.88;0.02656723;Annual;1;0;0;0;1;1;0;0;4105.63;4105.63;3079.22;0.75;16;286;0;0;0;0;1;0;No churn;0.04239;Male;1951;Lawyer;0;0;100028805;Elite;Single Premium;2022-06-30;2032-06-30;;120;828.74;Credit Card;In Force;Not Churned;Not Churned;Linked;15;0;4;3315;3315;4;0;0
28807;2025-12-31;Sohag;41;35-44;Married;100;1;4;Travel;12;120;116.24;0.0665;1;4092.24;0.02932381;Annual;0;0;0;1;0;0;0;0;1171.96;0;0;0.75;19;1145;1;0;0;0;1;0;No churn;0.043818;Male;1984;Carpenter;0;0;100028807;Wedding Plus;Wedding;2017-08-31;2027-08-31;;120;120;Premium Notice;In Force;Not Churned;Not Churned;None;;0;9;1080;1080;9;0;0
28808;2025-12-31;Alexandria;68;65-74;Single;109;1;3;Auto;6;960.17;918.19;0.0373;2;30659.49;0.03131717;Monthly;0;1;0;0;0;0;0;0;6165.4;0;0;0.75;33;448;1;0;0;0;0;0;No churn;0.094489;Male;1957;Other Manual Work;0;0;100028808;Protection & Savings - Dreams 10+;Dreams;2016-11-30;2021-11-30;;60;960.17;Account Transfer;In Force;Not Churned;Not Churned;None;;0;109;8722;8722;109;1;35
28810;2025-12-31;Sharqia;81;75+;Single;65;0;1;Health;6;1649.27;1481.88;0.125;2;155471.91;0.01060817;Monthly;1;3;0;0;0;0;0;0;2264.94;0;0;0.8;17;418;1;0;0;0;0;0;No churn;0.809122;Male;1944;Nurse;0;0;100028810;Protection & Savings - Graduation;Graduation;2020-07-31;2030-07-31;;120;1649.27;Credit Card;Claimed;Not Churned;Not Churned;Linked;10;0;65;8934;8934;65;3;99
28811;2025-12-31;Fayoum;34;25-34;Married;108;0;1;Life;10;596.03;529.92;0.1221;1;205711.59;0.0028974;Monthly;1;0;0;0;0;0;0;0;12161.84;0;0;0.85;30;1160;5;0;0;0;1;1;Price;0.42536;Male;1991;Actor/Dancer/Singer/other Entertainment jobs;0;0;100028811;Protection & Savings - Wedding;Wedding;2016-12-31;2021-12-31;2025-04-26;60;596.03;Direct Debit;Lapsed;Lapsed;Churned;Linked;10;0;108;5364;5364;108;0;0
28814;2025-12-31;Aswan;39;35-44;Married;88;0;1;Travel;7;168.25;169.08;	-0.0285;1;13800.19;0.01219208;Monthly;1;0;0;0;0;0;0;0;2471.1;0;0;0.75;27;691;3;0;0;0;0;0;No churn;0.138411;Female;1986;Chef;0;0;100028814;Retirement Star;Retirement;2018-08-31;2038-08-31;;240;168.25;Direct Debit;In Force;Not Churned;Not Churned;None;;0;88;1234;1234;88;0;0
28819;2025-12-31;Port Said;33;25-34;Single;42;0;1;Auto;2;648.86;609.14;0.0952;1;49190.43;0.01319087;Monthly;1;3;0;0;0;0;0;0;4396.1;0;0;0.75;22;1366;1;0;0;0;0;0;No churn;0.6741;Female;1992;Tour Guide/Tourism and Culture;0;0;100028819;Wedding_2000;Wedding;2022-06-30;2037-06-30;;180;648.86;ACH;Mature - Death;Not Churned;Not Churned;None;;0;42;2271;2271;42;3;138
28820;2025-12-31;Fayoum;65;65-74;Single;160;0;1;Life;5;1337.16;1449.28;	-0.024;0;113720.07;0.01175838;Monthly;1;0;0;0;1;1;0;0;13427.71;13427.71;11413.55;0.85;25;317;1;0;0;0;0;1;Other;0.164556;Male;1960;Post Graduate;0;0;100028820;Retirement_2000;Retirement;2012-08-31;2022-08-31;2025-05-10;120;1337.16;ACH;Terminated Encashment;Surrender;Churned;Linked;15;0;160;17829;17829;160;0;0
28824;2025-12-31;Luxor;18;18-24;Married;79;1;2;Auto;9;832.57;795.53;0.048;2;25103.44;0.03316574;Annual;0;0;0;1;0;0;0;0;2869.56;0;0;0.75;29;542;1;0;0;0;0;0;No churn;0.049613;Female;2007;Director;0;0;100028824;Protection & Savings - Dreams;Dreams;2019-05-31;2034-05-31;;180;832.57;Premium Notice;Mature-Paid;Not Churned;Not Churned;None;;0;7;5828;5828;7;0;0
28825;2025-12-31;Giza;18;18-24;Married;130;0;1;Life;6;1105.78;1253.71;	-0.0853;2;202589.25;0.00545823;Monthly;1;0;0;0;0;0;0;0;12287.1;0;0;0.85;19;1003;1;0;0;0;0;0;No churn;0.218834;Female;2007;Dentist;0;0;100028825;Graduation Star;Graduation;2015-02-28;2030-02-28;;180;1105.78;Direct Debit;In Force;Not Churned;Not Churned;None;;0;130;11979;11979;130;0;0
28826;2025-12-31;Minya;24;18-24;Married;148;1;3;Life;2;1133.92;998.38;0.1382;1;431317.98;0.00262896;Monthly;0;0;0;0;0;0;0;0;32281.12;0;0;0.85;20;494;1;0;0;1;0;1;Price;0.19875;Female;2001;Student;0;0;100028826;Dreams Star;Dreams;2013-08-31;2033-08-31;2025-03-09;240;1133.92;Account Transfer;Terminated Encashment;Surrender;Churned;None;;2649;148;13985;13985;148;0;0
28827;2025-12-31;South Sinai;81;75+;Married;14;1;4;Auto;7;921.73;1055.04;	-0.1003;2;34754.1;0.02652136;Annual;1;0;0;0;0;0;0;0;3237.42;0;0;0.75;26;820;2;0;0;0;0;1;Other;0.061217;Female;1944;Contractor;0;0;100028827;Star2 Graduation;Graduation;2024-10-31;2039-10-31;2025-04-10;180;921.73;Direct Debit;Lapsed;Lapsed;Churned;None;;0;2;1843;1843;2;0;0
28829;2025-12-31;Cairo;85;75+;Married;36;0;1;Home;2;840.2;791.31;0.0528;1;617372.78;0.00136092;Monthly;1;0;0;0;0;0;0;0;4766.25;0;0;0.75;17;1048;1;0;0;0;0;0;No churn;0.379396;Female;1940;Chef;0;0;100028829;Dreams_2008;Dreams;2022-12-31;2037-12-31;;180;840.2;Direct Debit;In Force;Not Churned;Not Churned;None;;0;36;2521;2521;36;0;0
28832;2025-12-31;Ismailia;58;55-64;Single;66;0;1;Auto;10;1125.66;1073.07;0.0602;1;2000;0.56283141;Annual;1;0;0;0;1;0;1;0;5079.84;5079.84;3047.9;0.6;17;272;1;0;0;0;0;1;Claims;0.542393;Female;1967;Farmer;0;0;100028832;Elite ELI;Single Premium;2020-06-30;2035-06-30;2025-08-19;180;1125.66;Credit Card;Cancelled;Lapsed;Churned;Linked;5;1854;6;6754;6754;6;0;0
28835;2025-12-31;Beheira;35;35-44;Married;138;0;1;Health;11;1240.8;1100.2;0.1176;1;214451.87;0.0057859;Monthly;1;0;0;0;0;0;0;0;5665.52;0;0;0.8;11;1317;3;0;0;1;0;1;Other;0.406913;Male;1990;Chemist;0;0;100028835;Protection & Savings - Wedding 10+;Wedding;2014-06-30;2024-06-30;2025-12-10;120;1240.8;Direct Debit;Cancelled;Lapsed;Churned;Linked;5;1039;138;14269;14269;138;0;0
28836;2025-12-31;Red Sea;68;65-74;Single;13;0;1;Auto;6;694.81;718.01;	-0.0367;0;15861.18;0.0438056;Monthly;1;2;0;0;0;0;0;0;1283.8;0;0;0.75;16;457;1;0;0;1;1;0;No churn;0.661666;Male;1957;Driver;0;0;100028836;Elite;Single Premium;2024-11-30;2029-11-30;;60;694.81;Direct Debit;In Force;Not Churned;Not Churned;None;;0;13;753;753;13;2;42
28840;2025-12-31;Beheira;32;25-34;Married;53;1;3;Home;7;246.03;232.96;0.0418;2;644446.66;0.00038177;Monthly;1;0;0;0;0;0;0;0;18709.41;0;0;0.75;12;1183;1;0;0;0;0;0;No churn;0.059587;Female;1993;Post Graduate;0;0;100028840;Protection & Savings - Graduation;Graduation;2021-07-31;2036-07-31;;180;246.03;ACH;Mature;Not Churned;Not Churned;None;;0;53;1087;1087;53;0;0
28842;2025-12-31;Gharbia;80;75+;Married;5;1;4;Home;4;832.55;771.29;0.0828;2;515861.56;0.00161391;Annual;0;0;0;0;0;0;0;0;11361.28;0;0;0.75;21;928;1;0;0;0;0;1;Other;0.719976;Male;1945;Manager;0;0;100028842;Protection & Savings - Wedding;Wedding;2025-07-31;2030-07-31;2025-09-02;60;832.55;Account Transfer;Terminated Encashment;Surrender;Churned;Linked;10;0;1;833;833;1;0;0
28847;2025-12-31;Suez;34;25-34;Single;76;0;1;Home;7;120;117.43;0.0198;3;617336.89;0.00019438;Monthly;1;0;0;0;0;0;0;0;7699.73;0;0;0.75;15;762;0;0;0;0;1;0;No churn;0.239172;Male;1991;Administrator;0;0;100028847;Protection & Savings - Dreams;Dreams;2019-08-31;2029-08-31;;120;120;Direct Debit;In Force;Not Churned;Not Churned;None;;0;76;760;760;76;0;0
28850;2025-12-31;Red Sea;32;25-34;Married;146;1;4;Health;6;1117.99;1125.27;	-0.0268;1;58027.39;0.01926659;Monthly;1;0;0;0;0;0;0;0;4837.45;0;0;0.8;22;1064;3;0;0;0;0;1;Other;0.042045;Female;1993;Actor/Dancer/Singer/other Entertainment jobs;0;0;100028850;Wedding Plus;Wedding;2013-10-31;2028-10-31;2025-03-19;180;1117.99;Direct Debit;Lapsed;Lapsed;Churned;None;;0;146;13602;13602;146;0;0
28852;2025-12-31;Giza;48;45-54;Married;180;1;4;Home;10;825.92;698.17;0.2044;3;545814.62;0.00151319;Monthly;1;1;0;0;0;0;0;0;11187.13;0;0;0.75;28;921;2;0;0;0;0;0;No churn;0.229108;Male;1977;Chemist;0;0;100028852;Graduation Star;Graduation;2010-12-31;2020-12-31;;120;825.92;Direct Debit;In Force;Not Churned;Not Churned;None;;0;180;12389;12389;180;1;16
28853;2025-12-31;Qena;66;65-74;Married;109;1;4;Home;6;845.79;763.26;0.0793;3;388256.09;0.00217844;Monthly;0;0;0;0;0;0;0;0;7528.43;0;0;0.75;11;518;3;0;0;0;0;0;No churn;0.078848;Female;1959;Coach/Player/Others;0;0;100028853;Dreams_2008;Dreams;2016-11-30;2036-11-30;;240;845.79;Premium Notice;In Force;Not Churned;Not Churned;None;;0;109;7683;7683;109;0;0
28855;2025-12-31;South Sinai;50;45-54;Married;166;0;1;Life;1;792.4;709.27;0.1366;2;392972.1;0.00201642;Monthly;0;0;0;1;0;0;0;0;5275.1;0;0;0.85;21;498;2;0;0;0;1;0;No churn;0.399494;Male;1975;Chemist;0;0;100028855;Graduation Star;Graduation;2012-02-29;2022-02-28;;120;792.4;Premium Notice;In Force;Not Churned;Not Churned;None;;0;166;10962;10962;166;0;0
28859;2025-12-31;Beni Suef;35;35-44;Married;52;1;2;Auto;7;1048.79;1133.84;	-0.0934;1;24625.57;0.04258948;Annual;1;0;0;0;0;0;0;0;3960.22;0;0;0.75;18;863;1;0;0;0;0;0;No churn;0.019983;Female;1990;Vetinarian;0;0;100028859;Elite;Single Premium;2021-08-31;2036-08-31;;180;1048.79;ACH;In Force;Not Churned;Not Churned;Linked;10;0;5;5244;5244;5;0;0
28861;2025-12-31;New Valley;82;75+;Single;93;1;2;Health;6;1498.03;1315.94;0.1466;1;207885.67;0.00720603;Monthly;1;0;0;0;1;1;0;0;6352.47;6352.47;5081.98;0.8;16;137;1;0;0;1;0;0;No churn;0.273645;Female;1943;Diplomat;0;0;100028861;Graduation Star;Graduation;2018-03-31;2033-03-31;;180;1498.03;Direct Debit;In Force;Not Churned;Not Churned;None;;0;93;11610;11610;93;0;0
28862;2025-12-31;Kafr El Sheikh;41;35-44;Single;145;0;1;Health;4;1919.32;1781.1;0.0494;2;97341.59;0.01971741;Annual;1;0;0;0;1;1;0;0;2842.4;2842.4;2273.92;0.8;27;316;1;0;0;0;0;0;No churn;0.122625;Female;1984;Manager;0;0;100028862;Graduation Plus;Graduation;2013-11-30;2028-11-30;;180;1919.32;Credit Card;In Force;Not Churned;Not Churned;Linked;5;3794;13;24951;24951;13;0;0
28863;2025-12-31;Port Said;66;65-74;Married;98;0;1;Auto;3;1002.2;1096.11;	-0.0879;1;33196.38;0.03018999;Annual;1;0;0;1;0;0;0;0;4970.88;0;0;0.75;21;1234;1;0;0;0;0;0;No churn;0.103238;Male;1959;Supervisor;0;1;100028863;Elite;Single Premium;2017-10-31;2027-10-31;;120;1002.2;ACH;Suspend;Not Churned;Not Churned;Linked;15;0;9;9020;9020;9;0;0
28866;2025-12-31;Alexandria;72;65-74;Single;106;0;1;Health;1;1719.57;1577.18;0.0908;2;218847.36;0.0078574;Monthly;0;1;0;0;0;0;0;0;3425.03;0;0;0.8;14;1107;0;0;0;0;0;0;No churn;0.46073;Female;1953;Student;0;0;100028866;Wedding_2007;Wedding;2017-02-28;2032-02-28;;180;1719.57;Account Transfer;In Force;Not Churned;Not Churned;None;;0;106;15190;15190;106;1;44
28867;2025-12-31;Giza;26;25-34;Married;119;0;1;Health;2;1338.6;1454.46;	-0.0576;0;72968.73;0.01834482;Monthly;1;0;0;0;0;0;0;0;6876.35;0;0;0.8;21;1170;0;0;0;0;0;0;No churn;0.185646;Male;1999;Diplomat;0;0;100028867;Protection & Savings - Dreams 10+;Dreams;2016-01-31;2021-01-31;;60;1338.6;Direct Debit;Mature-Paid;Not Churned;Not Churned;None;;0;119;13274;13274;119;0;0
28869;2025-12-31;Kafr El Sheikh;45;45-54;Married;132;0;1;Auto;8;1236.89;1063.44;0.185;2;30197.58;0.04095981;Monthly;0;0;0;0;0;0;0;0;6035.37;0;0;0.75;16;753;1;0;0;0;0;1;Price;0.418758;Male;1980;Retired;0;0;100028869;Elite ELI;Single Premium;2014-12-31;2024-12-31;2025-12-12;120;1236.89;Account Transfer;Cancelled;Lapsed;Churned;Linked;5;1527;132;13606;13606;132;0;0
28870;2025-12-31;Damietta;21;18-24;Married;115;0;1;Auto;2;1091.75;1184.61;	-0.0967;1;25997.27;0.04199463;Annual;1;0;0;0;1;1;0;0;1121.3;1121.3;840.97;0.75;17;69;0;0;0;0;0;0;No churn;0.128068;Female;2004;Retired;0;0;100028870;Wedding_2007;Wedding;2016-05-31;2036-05-31;;240;1091.75;ACH;Claimed;Not Churned;Not Churned;Linked;5;0;10;10918;10918;10;0;0
28872;2025-12-31;Luxor;70;65-74;Single;25;1;3;Auto;3;926.88;777.85;0.1648;2;22585.38;0.04103913;Monthly;1;0;0;0;0;0;0;0;5082.72;0;0;0.75;21;1761;0;0;0;0;1;0;No churn;0.2413;Female;1955;Sales Agent;0;0;100028872;Graduation Star;Graduation;2023-11-30;2043-11-30;;240;926.88;ACH;Claimed;Not Churned;Not Churned;Linked;10;0;25;1931;1931;25;0;0
28874;2025-12-31;Gharbia;28;25-34;Married;72;1;3;Travel;1;279.84;259.65;0.0885;2;25816.57;0.01083973;Monthly;1;1;0;0;0;0;0;0;2343.9;0;0;0.75;29;556;3;0;0;0;0;0;No churn;0.142417;Female;1997;Unemployed;0;0;100028874;Protection & Savings - Retirement;Retirement;2019-12-31;2034-12-31;;180;279.84;ACH;In Force;Not Churned;Not Churned;None;;0;72;1679;1679;72;1;48
28875;2025-12-31;Monufia;69;65-74;Single;145;1;3;Auto;1;1567.01;1656.84;	-0.0449;1;18809.3;0.08331032;Monthly;1;1;0;1;0;0;0;0;3411.35;0;0;0.75;26;1625;0;0;0;0;0;0;No churn;0.071614;Male;1956;Teacher;0;0;100028875;Star2 Retirement;Retirement;2013-11-30;2018-11-30;;60;1567.01;ACH;In Force;Not Churned;Not Churned;Linked;15;0;145;18935;18935;145;1;45
28876;2025-12-31;Beheira;65;65-74;Married;3;0;1;Auto;5;1392.04;1465.67;	-0.0437;1;25122.53;0.05540986;Monthly;0;1;0;0;1;1;0;0;7977.25;7977.25;5982.94;0.75;1;92;2;0;0;0;0;1;Other;0.405762;Female;1960;Police Officer;0;0;100028876;Star2 Dreams;Dreams;2025-09-30;2040-09-30;2025-06-15;180;1392.04;Account Transfer;Lapsed;Lapsed;Churned;None;;2455;3;348;348;3;1;37
28877;2025-12-31;New Valley;79;75+;Married;163;0;1;Life;1;1277.87;1274.24;	-0.0153;1;379920.47;0.00336352;Monthly;1;0;0;0;0;0;0;0;1939.36;0;0;0.85;26;1134;1;0;0;0;0;0;No churn;0.231235;Male;1946;Administrator;1;0;100028877;Elite ELI;Single Premium;2012-05-31;2017-05-31;;60;1277.87;Direct Debit;In Force;Not Churned;Not Churned;Linked;5;97;163;17358;17358;163;0;0
28878;2025-12-31;Alexandria;43;35-44;Single;81;0;1;Home;7;798.37;792.74;0.0091;2;392784.33;0.00203259;Monthly;1;1;0;0;0;0;0;0;15778.03;0;0;0.75;17;832;2;0;0;0;0;1;Other;0.22079;Female;1982;Housewife;0;0;100028878;Retirement Plus;Retirement;2019-03-31;2034-03-31;2025-08-01;180;798.37;Credit Card;Lapsed;Lapsed;Churned;None;;1474;81;5389;5389;81;1;27
